Date,SeasonType,Season,Week,Team,Opponent,HeAy,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
2008-10-05,1,2008,5,HOU,IND,HOME,27,31,58,Reliant Stadium,Grass,82,56,11,48.5,3.5,0,17,3,7,0,31,21,31:21:00,23,9,12,2,67,391,5.8,3,32,156,4.9,2,33,21,235,1,1,7.1,11.2,63.6,82.26,13,6,46.2,0,0,0,4,3,3,3,0,1,5,3,2,2,11,4,5,0,2,87,43.5,3,1,-2,10,0,0,21,0,28,39,28:39:00,18,6,12,0,58,314,5.4,4,22,79,3.6,1,34,25,235,2,1,6.9,9.4,73.5,99.51,12,3,25,3,3,100,3,3,2,2,9,6,31,0,0,2,12,1,4,0,3,150,50,1,3,2,75,100,3,1,0,22.7,11.1,5.7,100,100,-3,-1,0,12.5,2.9,5.6,6,3,1,0,30.5,3,3,0,0,0,0,0,2,2,0,0,0,4,107,1,0,6,4,1,0,43.3,4,4,0,0,0,0,0,2,1,0,1,6,5,115,1,3,43,17,2,12,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,61,53,20,2,11,4,3,2,68,1,0,0,0,6,0,28,0,0,0,0,130,Texans,Sunday,35,36,0,0
2008-10-05,1,2008,5,JAX,PIT,HOME,21,26,47,Jacksonville Municipal Stadium,Grass,73,81,10,37,-4.5,14,0,0,7,0,26,37,26:37:00,14,2,9,3,54,213,3.9,3,19,38,2,1,32,18,175,1,0,5.5,9.7,56.2,82.16,13,3,23.1,4,2,50,1,1,1,1,73,8,89,1,0,3,25,8,4,0,5,233,46.6,0,1,1,7,13,0,6,0,33,23,33:23:00,28,6,18,4,70,415,5.9,3,26,129,5,0,41,26,286,3,1,7,11,63.4,98.22,15,7,46.7,0,0,0,3,2,2,1,15,10,129,0,0,3,23,5,4,0,4,199,49.8,1,0,-1,100,100,3,0,0,15.4,18.2,8.6,66.7,50,-3,0,0,21.1,14.3,6.8,4,2,0,0,39.6,3,3,0,0,0,0,0,0,0,0,2,1,5,113,1,72,6,3,1,0,44.5,2,2,0,1,0,0,0,2,2,0,3,15,4,86,0,0,48,5,3,24,4,0,0,0,0,1,0,0,1,0,40,0,0,0,0,198,34,8,3,25,5,1,0,0,0,0,0,0,8,0,27,0,0,0,0,178,Jaguars,Sunday,35,44,0,0
2008-10-05,1,2008,5,MIA,SD,HOME,17,10,27,Dolphins Stadium,Grass,86,74,16,45,6,3,14,0,0,0,36,41,36:41:00,23,11,11,1,70,390,5.6,2,39,167,4.3,1,29,22,223,1,0,7.7,10.1,75.9,108.84,14,7,50,1,1,100,2,2,1,1,32,1,5,2,1,2,5,4,5,0,4,187,46.8,1,0,-1,3,0,7,0,0,23,19,23:19,10,3,7,0,49,202,4.1,1,19,60,3.2,0,28,13,142,1,0,5.1,10.9,46.4,73.81,12,3,25,1,0,0,3,1,1,0,34,4,46,0,0,2,17,4,3,0,6,335,55.8,0,1,1,100,100,0,2,0,26.3,13.3,6.5,33.3,0,0,-2,0,7.7,12.9,6.7,4,2,0,0,33.2,2,2,0,0,0,0,0,2,1,0,4,32,3,49,0,0,3,0,0,0,50.5,1,1,0,0,0,0,0,1,1,0,2,34,4,80,0,0,31,7,2,17,3,0,0,0,0,0,0,0,11,0,19,0,0,0,0,133,55,9,2,4,1,1,1,0,0,0,0,0,21,0,25,0,0,0,0,303,Dolphins,Sunday,31,30,0,0
2008-10-05,1,2008,5,NYG,SEA,HOME,44,6,50,Giants Stadium,Artificial,60,75,6,43,-7,14,13,10,7,0,36,28,36:28:00,27,14,11,2,63,523,8.3,5,36,254,7.1,2,26,20,269,3,0,10.3,13.4,76.9,147.76,8,3,37.5,0,0,0,6,3,3,3,85,5,56,1,0,1,3,4,4,0,2,96,48,0,1,1,3,3,0,0,0,23,32,23:32,13,2,7,4,51,187,3.7,0,22,74,3.4,0,27,14,113,0,1,4.2,8.1,51.9,47.3,11,1,9.1,0,0,0,2,0,0,0,0,2,29,0,0,2,12,3,5,0,8,369,46.1,1,0,-1,50,100,1,-1,1,18.2,13.8,3.7,0,0,-1,1,-1,13.9,11.1,6.9,9,0,0,0,38,5,5,0,0,0,0,0,3,3,0,4,41,2,24,1,44,3,1,1,0,36,0,0,0,0,0,0,0,2,2,0,0,0,8,163,0,0,37,13,2,12,5,0,0,0,0,0,0,0,15,0,24,0,0,0,0,76,50,21,1,3,3,1,0,0,0,0,0,0,0,0,26,0,0,0,0,288,Giants,Sunday,27,29,0,0
2008-10-05,1,2008,5,PHI,WAS,HOME,17,23,40,Lincoln Financial Field,Grass,66,68,4,42,-6.5,14,0,0,3,0,25,15,25:15:00,14,3,10,1,47,254,5.4,2,18,58,3.2,1,29,17,196,0,0,6.8,11.5,58.6,79.09,12,5,41.7,0,0,0,2,1,1,1,68,4,40,0,0,0,0,4,2,0,5,251,50.2,0,0,0,0,9,7,7,0,34,45,34:45:00,22,10,11,1,75,388,5.2,2,44,203,4.6,1,30,17,185,1,0,6.2,10.9,56.7,86.11,19,11,57.9,1,1,100,2,2,1,1,29,3,24,0,0,1,9,0,2,0,4,138,34.5,0,0,0,50,100,4,0,1,4.5,12.9,0,100,100,-4,0,-1,11.1,0,3.2,4,3,2,0,44.4,2,2,0,0,0,0,0,2,1,0,1,68,5,97,0,0,6,1,0,0,17.5,2,2,0,0,0,0,0,3,3,0,3,29,2,51,0,0,52,9,1,9,4,0,0,0,0,0,0,1,68,0,31,0,0,0,0,222,31,6,0,0,5,0,0,0,0,0,0,0,21,0,32,0,0,0,0,70,Eagles,Sunday,29,31,0,0
2008-10-05,1,2008,5,SF,NE,HOME,21,30,51,Candlestick Park,Grass,67,52,8,41,3,14,0,0,7,0,20,8,20:08,12,3,7,2,48,199,4.1,3,18,77,4.3,0,29,14,122,3,3,4.2,8.7,48.3,54.74,9,1,11.1,2,0,0,3,3,2,2,26,6,37,0,0,1,8,7,4,0,5,270,54,3,2,-1,7,10,7,6,0,39,52,39:52:00,25,10,13,2,80,377,4.7,3,43,144,3.3,2,32,22,233,1,2,7.3,10.6,68.8,74.09,17,8,47.1,1,1,100,3,2,2,2,19,4,56,1,0,5,26,2,4,0,4,142,35.5,2,3,1,100,100,5,0,4,9.3,18.9,3.3,66.7,100,-5,0,-4,22.2,6.7,13.5,4,2,0,0,46.2,3,3,0,0,0,0,0,0,0,0,1,13,4,83,2,13,7,4,3,0,27.2,3,3,0,0,0,0,0,3,3,0,2,19,4,102,3,0,42,40,5,26,4,0,0,0,0,0,0,0,13,0,34,0,0,0,0,231,26,6,1,8,5,0,0,0,0,0,0,0,13,0,35,0,0,0,0,109,49ers,Sunday,30,37,0,0
2008-10-06,1,2008,5,MIN,NO,AWAY,30,27,57,Louisiana Superdome,Dome,78,87,0,47,3,10,10,0,10,0,27,51,27:51:00,16,2,12,2,64,270,4.2,3,26,44,1.7,0,37,20,226,2,0,6.1,11.3,54.1,90.6,15,5,33.3,0,0,0,3,1,1,1,1,7,60,1,0,1,0,3,8,0,7,303,43.3,0,4,4,10,0,7,10,0,32,9,32:09:00,17,3,14,0,69,375,5.4,3,22,55,2.5,0,46,26,320,1,2,7,12.3,56.5,67.3,15,7,46.7,1,1,100,4,1,0,0,176,11,102,5,2,1,10,6,6,0,2,86,43,4,0,-4,33.3,100,-3,2,0,36.4,6.4,2.6,25,0,3,-2,0,23.1,15.8,2.1,7,2,0,0,15.3,3,3,0,0,0,0,0,3,3,0,0,0,5,117,2,1,6,0,0,0,43,3,3,0,0,0,0,0,4,2,1,5,176,7,178,0,0,49,2,1,10,9,3,2,18,0,0,1,0,0,0,27,59,1,0,0,107,45,9,1,0,3,1,0,-17,0,0,0,2,71,0,56,0,0,0,0,86,Vikings,Monday,38,47,0,0
2008-10-06,1,2008,5,NO,MIN,HOME,27,30,57,Louisiana Superdome,Dome,78,87,0,47,-3,10,0,7,10,0,32,9,32:09:00,17,3,14,0,69,375,5.4,3,22,55,2.5,0,46,26,320,1,2,7,12.3,56.5,67.3,15,7,46.7,1,1,100,4,1,0,0,176,11,102,5,2,1,10,6,6,0,2,86,43,4,0,-4,10,10,0,10,0,27,51,27:51:00,16,2,12,2,64,270,4.2,3,26,44,1.7,0,37,20,226,2,0,6.1,11.3,54.1,90.6,15,5,33.3,0,0,0,3,1,1,1,1,7,60,1,0,1,0,3,8,0,7,303,43.3,0,4,4,25,0,3,-2,0,23.1,15.8,2.1,33.3,100,-3,2,0,36.4,6.4,2.6,6,0,0,0,43,3,3,0,0,0,0,0,4,2,1,5,176,7,178,0,0,7,2,0,0,15.3,3,3,0,0,0,0,0,3,3,0,0,0,5,117,2,1,45,9,1,0,3,1,0,-17,0,0,0,2,71,0,56,0,0,0,0,86,49,2,1,10,9,3,2,18,0,0,1,0,0,0,27,59,1,0,0,107,Saints,Monday,47,38,0,0
2008-10-12,1,2008,6,BAL,IND,AWAY,3,31,34,Lucas Oil Stadium,Artificial,75,54,6,39,4.5,0,0,3,0,0,27,56,27:56:00,16,4,11,1,61,260,4.3,0,19,51,2.7,0,38,28,209,0,3,5.5,7.5,73.7,53.51,11,3,27.3,1,1,100,3,0,0,0,8,4,33,4,2,4,32,4,8,0,5,245,49,5,0,-5,17,7,7,0,0,32,4,32:04:00,17,3,14,0,60,334,5.6,4,30,76,2.5,1,28,19,258,3,0,9.2,13.6,67.9,132.74,14,7,50,0,0,0,3,2,1,1,21,11,84,2,0,2,13,3,7,0,6,251,41.8,0,5,5,0,0,1,1,-2,26.7,13.3,9.5,66.7,100,-1,-1,2,36.8,7.1,6.7,2,2,1,0,45.8,0,0,0,0,0,0,0,1,1,0,2,8,3,53,0,0,6,5,3,0,40.5,4,4,0,0,0,0,0,1,1,0,3,16,1,23,3,5,45,12,2,13,1,1,0,-4,0,0,0,0,7,0,19,0,0,0,0,229,51,9,4,32,5,3,2,-4,0,0,0,0,12,0,23,0,0,0,0,243,Ravens,Sunday,42,30,0,0
2008-10-12,1,2008,6,CAR,TB,AWAY,3,27,30,Raymond James Stadium,Grass,84,86,8,36.5,1,0,3,0,0,0,25,18,25:18:00,14,2,12,0,59,282,4.8,0,20,40,2,0,39,20,242,0,3,6.2,12.1,51.3,38.62,12,3,25,2,0,0,1,0,1,0,9,4,16,0,0,0,0,2,4,0,5,197,39.4,3,0,-3,14,3,3,7,0,34,42,34:42:00,17,8,8,1,57,315,5.5,3,37,142,3.8,1,20,15,173,1,0,8.6,11.5,75,117.29,13,6,46.2,0,0,0,3,2,1,1,120,7,80,1,0,0,0,3,2,0,5,223,44.6,0,3,3,0,0,-1,2,0,10.8,10,0,66.7,100,1,-2,0,10,7.7,0,2,1,1,1,34.2,0,0,0,0,0,0,0,1,1,0,1,9,5,105,0,0,6,2,1,0,38.8,3,3,0,0,0,0,0,3,2,0,3,26,1,22,3,94,47,17,0,0,2,0,0,0,0,0,0,0,9,0,28,0,0,0,0,171,36,12,0,0,10,0,0,-9,0,0,1,0,17,0,22,22,1,0,0,194,Panthers,Sunday,39,20,0,0
2008-10-12,1,2008,6,CHI,ATL,AWAY,20,22,42,Georgia Dome,Dome,73,40,0,43.5,-2.5,0,3,7,10,0,29,10,29:10:00,22,4,17,1,67,361,5.4,2,23,79,3.4,1,43,26,282,1,0,6.6,10.8,60.5,87.55,16,9,56.2,2,1,50,5,2,1,0,0,6,57,1,1,1,4,2,7,0,3,130,43.3,1,1,0,6,3,3,10,0,30,50,30:50:00,18,4,14,0,60,376,6.3,1,30,75,2.5,0,30,22,301,1,0,10,13.7,73.3,116.11,14,6,42.9,0,0,0,4,1,1,1,6,6,46,1,1,0,0,2,3,0,2,82,41,1,1,0,40,0,0,4,-1,23.3,6.7,2.3,25,100,0,-4,1,13,4.5,0,5,3,0,0,41.3,2,2,0,0,0,0,0,2,2,0,0,0,6,121,0,0,6,0,0,0,31,1,1,0,0,0,0,0,6,5,0,1,6,5,188,0,0,51,8,0,0,3,1,1,0,0,0,0,0,0,0,33,0,0,0,0,124,47,7,1,4,5,0,1,0,0,0,0,0,6,0,85,0,0,0,0,62,Bears,Sunday,44,30,0,0
2008-10-12,1,2008,6,CIN,NYJ,AWAY,14,26,40,The Meadowlands,Artificial,67,66,7,45,6,7,7,0,0,0,24,42,24:42:00,13,3,10,0,59,171,2.9,2,21,43,2,1,33,20,128,0,0,3.9,6.4,60.6,68.75,15,5,33.3,2,2,100,1,1,1,1,16,4,23,2,1,5,24,7,4,0,7,292,41.7,1,3,2,7,10,3,6,0,35,18,35:18:00,19,4,14,1,62,252,4.1,3,27,86,3.2,2,33,25,166,1,2,5,6.6,75.8,71.02,14,7,50,1,1,100,4,3,3,3,77,4,25,1,1,2,23,6,7,0,2,74,37,3,1,-2,100,100,1,-3,-3,14.8,20,13.2,75,100,-1,3,3,33.3,15.8,5.7,3,1,1,0,30.7,2,2,0,0,0,0,0,0,0,0,1,10,5,121,2,6,6,3,1,0,32,2,2,0,1,0,0,0,2,2,0,5,77,2,65,0,0,50,15,2,23,7,1,1,15,1,0,0,0,10,0,41,0,0,0,0,215,44,13,5,24,4,2,1,0,0,0,0,0,22,0,46,0,0,0,0,64,Bengals,Sunday,38,35,0,0
2008-10-12,1,2008,6,DAL,ARI,AWAY,24,30,54,University of Phoenix Stadium,Grass,70,40,0,50,-5,0,7,7,10,0,33,15,33:15:00,15,4,11,0,63,374,5.9,3,22,73,3.3,0,38,24,301,3,0,7.9,12.5,63.2,114.04,15,6,40,0,0,0,2,1,0,0,19,12,93,4,1,3,20,10,3,0,8,335,41.9,1,3,2,7,0,7,10,6,27,45,27:45:00,14,3,11,0,50,276,5.5,4,19,50,2.6,0,30,22,226,2,1,7.5,10.3,73.3,102.92,12,5,41.7,0,0,0,2,2,1,1,48,12,70,2,2,1,10,10,6,0,5,215,43,3,1,-2,50,0,0,-3,-2,15.8,32.3,7.3,100,100,0,3,2,27.3,24.4,3.2,4,0,0,1,33.4,3,3,0,0,0,0,0,2,1,0,3,19,5,108,1,0,6,2,0,0,39.2,3,3,0,0,0,0,0,1,1,0,5,48,3,101,0,0,38,10,1,10,3,0,2,-16,0,0,0,0,11,0,32,0,0,0,0,267,47,7,3,20,3,3,1,-1,0,0,1,0,15,1,93,3,1,0,0,196,Cowboys,Sunday,41,31,0,0
2008-10-12,1,2008,6,DET,MIN,AWAY,10,12,22,Metrodome,Dome,68,40,0,45.5,13.5,0,3,7,0,0,27,28,27:28:00,8,2,5,1,51,212,4.2,1,24,100,4.2,0,21,12,112,1,0,5.3,9.3,57.1,87.8,13,2,15.4,0,0,0,2,1,0,0,27,5,96,3,1,6,38,6,8,0,9,412,45.8,1,3,2,2,0,7,3,0,32,32,32:32:00,18,5,11,2,69,392,5.7,1,31,135,4.4,0,33,18,257,1,1,7.8,14.3,54.5,77.46,15,3,20,0,0,0,3,0,1,0,5,7,99,4,2,5,39,10,8,1,8,414,51.8,3,1,-2,50,0,-4,0,-1,25.8,15.8,22.2,0,0,4,0,1,33.3,37,13.2,4,2,0,0,43,1,1,0,0,0,0,0,1,1,0,4,25,3,50,1,2,3,0,0,0,41.1,1,1,0,0,0,0,0,2,1,1,3,5,4,93,0,0,50,19,5,39,4,4,2,6,0,0,1,0,13,0,19,0,0,0,0,387,38,9,6,37,1,0,1,10,0,0,0,0,5,0,42,0,0,0,0,329,Lions,Sunday,27,38,0,0
2008-10-12,1,2008,6,GB,SEA,AWAY,27,17,44,Qwest Field,Artificial,56,52,0,46.5,2,3,7,7,10,0,37,26,37:26:00,20,7,11,2,71,313,4.4,3,39,113,2.9,1,30,21,200,2,0,6.7,9.5,70,110.42,18,10,55.6,0,0,0,3,2,2,2,66,5,45,1,1,2,8,5,4,0,4,141,35.2,1,2,1,0,10,0,7,0,22,34,22:34,13,6,5,2,49,177,3.6,2,23,113,4.9,0,23,12,64,2,2,2.8,5.3,52.2,50.82,11,4,36.4,1,1,100,2,2,1,1,0,6,50,1,0,3,19,4,6,0,5,244,48.8,2,1,-1,66.7,100,1,-2,1,17.4,19.2,6.2,100,100,-1,2,-1,15.4,12.5,11.5,6,1,1,0,35.2,3,3,0,0,0,0,0,2,2,0,4,39,3,75,2,27,4,1,0,0,41,2,2,0,0,0,0,0,1,1,0,0,0,5,106,0,0,35,5,3,19,5,1,0,0,0,0,0,0,23,0,30,0,0,0,0,141,54,11,2,8,1,1,1,0,0,0,0,0,0,0,30,0,0,0,0,205,Packers,Sunday,32,26,0,0
2008-10-12,1,2008,6,JAX,DEN,AWAY,24,17,41,Invesco Field,Grass,43,76,6,48.5,3.5,3,7,14,0,0,33,35,33:35:00,26,9,15,2,70,416,5.9,3,34,155,4.6,2,34,25,261,1,0,7.7,10.4,73.5,105.15,12,5,41.7,0,0,0,2,1,2,1,14,6,45,3,2,2,15,0,2,0,4,160,40,2,3,1,7,0,3,7,0,26,25,26:25:00,19,7,10,2,60,323,5.4,2,23,131,5.7,0,37,21,192,2,1,5.2,9.1,56.8,77.76,13,6,46.2,1,0,0,3,2,0,0,47,4,52,2,2,0,0,3,3,0,4,192,48,3,2,-1,50,50,-3,-1,-2,8.7,0,5.6,66.7,0,3,1,2,8.8,8.3,0,5,4,3,0,28.2,3,3,0,0,0,0,0,1,1,0,3,14,3,66,1,0,4,3,1,0,39.5,2,2,0,0,0,0,0,1,1,0,3,47,2,50,0,0,42,6,0,0,7,2,2,18,0,0,0,0,9,0,26,0,0,0,0,113,43,22,2,15,5,3,2,0,0,0,0,0,27,0,26,0,0,0,0,158,Jaguars,Sunday,36,37,0,0
2008-10-12,1,2008,6,MIA,HOU,AWAY,28,29,57,Reliant Stadium,Grass,79,74,11,45,3,7,7,7,7,0,27,43,27:43:00,14,7,7,0,51,370,7.3,4,24,96,4,2,25,19,274,2,1,11,14.4,76,121.08,10,2,20,0,0,0,2,2,1,1,37,4,30,1,0,2,10,6,2,0,7,332,47.4,1,4,3,3,10,7,9,0,32,17,32:17:00,23,8,13,2,70,485,6.9,3,27,114,4.2,1,42,22,371,1,2,8.8,16.9,52.4,70.63,15,6,40,2,2,100,4,2,0,0,106,1,5,2,2,1,8,3,6,0,3,140,46.7,4,1,-3,100,100,3,-4,-1,7.4,14,7.4,50,0,-3,4,1,25,11.1,2.3,5,0,0,0,32.1,4,4,0,0,0,0,0,0,0,0,1,25,5,113,2,12,7,6,2,0,31.7,2,2,0,0,0,1,0,3,3,0,4,87,5,142,1,19,42,26,1,8,10,2,2,0,0,0,0,0,25,0,32,0,0,0,0,225,42,19,2,10,3,1,0,0,0,0,0,1,70,0,50,0,0,0,0,95,Dolphins,Sunday,27,43,0,0
2008-10-12,1,2008,6,NE,SD,AWAY,10,30,40,Qualcomm Stadium,Grass,69,37,8,44.5,6,0,3,0,7,0,31,34,31:34:00,18,10,8,0,68,299,4.4,1,26,106,4.1,1,38,22,193,0,1,5.1,8.8,57.9,60.53,14,5,35.7,1,0,0,3,1,2,1,8,6,73,2,0,4,10,1,2,0,5,212,42.4,1,1,0,10,7,10,3,0,28,26,28:26:00,19,3,13,3,55,404,7.3,3,28,98,3.5,0,27,18,306,3,0,11.3,17,66.7,141.9,10,3,30,0,0,0,5,2,3,1,52,3,20,1,1,0,0,6,3,0,3,118,39.3,1,1,0,33.3,50,-5,-1,-4,7.1,3.7,9.5,40,33.3,5,1,4,11.5,14.3,0,3,1,1,0,32.4,1,1,0,0,0,0,0,2,1,0,0,0,7,150,0,0,7,2,0,0,32.7,3,3,0,0,0,0,0,4,3,0,2,50,2,41,1,2,42,4,0,0,3,0,1,8,0,0,0,0,0,0,31,0,0,0,0,162,52,11,4,10,6,2,0,0,0,0,0,0,28,0,23,0,0,0,0,98,Patriots,Sunday,42,27,0,0
2008-10-12,1,2008,6,OAK,NO,AWAY,3,34,37,Louisiana Superdome,Dome,78,71,0,47,8,3,0,0,0,0,23,48,23:48,12,4,8,0,59,226,3.8,0,22,85,3.9,0,35,13,141,0,1,4,10.8,37.1,37.92,16,6,37.5,1,0,0,1,0,1,0,35,5,26,1,1,2,18,2,5,0,4,199,49.8,2,0,-2,0,10,14,10,0,36,12,36:12:00,23,9,14,0,64,441,6.9,4,33,122,3.7,1,30,26,319,3,0,10.6,12.3,86.7,144.31,14,9,64.3,0,0,0,7,4,2,2,26,3,30,0,0,1,1,5,2,0,2,92,46,0,2,2,0,0,-3,3,-1,15.2,6.5,5.4,57.1,100,3,-3,1,9.1,13.5,3.2,2,2,2,0,42.8,0,0,0,0,0,0,0,3,1,0,1,35,5,84,0,0,7,2,1,0,18.5,4,4,0,0,0,0,0,3,2,0,1,8,0,0,1,18,56,16,1,1,2,0,0,0,0,0,0,0,35,0,20,0,0,0,0,171,37,14,2,18,11,1,1,0,0,0,0,0,8,0,0,0,0,0,0,37,Raiders,Sunday,37,31,0,0
2008-10-12,1,2008,6,PHI,SF,AWAY,40,26,66,Candlestick Park,Grass,64,24,13,42.5,-5,7,10,0,23,0,26,41,26:41:00,21,5,15,1,57,383,6.7,4,21,103,4.9,1,36,23,280,2,1,7.8,12.2,63.9,94.68,12,6,50,0,0,0,7,3,4,2,130,2,10,0,0,0,0,2,6,0,2,77,38.5,1,3,2,6,10,10,0,0,33,19,33:19:00,14,7,7,0,60,306,5.1,2,27,131,4.9,1,30,17,175,0,2,5.8,10.3,56.7,45.83,12,2,16.7,1,1,100,4,1,1,1,46,10,58,1,1,3,24,1,1,0,3,128,42.7,3,1,-2,42.9,50,1,5,3,22.2,6.1,0,25,100,-1,-5,-3,4.8,2.8,9.1,9,1,0,0,16,4,4,0,0,0,0,0,5,4,1,3,34,4,116,2,96,6,3,2,0,31.3,2,2,0,0,0,0,0,4,4,0,1,45,9,194,1,1,36,20,3,24,4,1,1,0,0,1,0,0,19,0,63,0,0,0,0,32,33,14,0,0,5,0,0,0,0,0,1,0,45,0,31,41,1,0,0,94,Eagles,Sunday,36,33,0,0
